ACC,PRE,NPV,SE,SP,MCC,PPV,AUC,AUC-PR,model,dropout
0.812191684,0.774431468,0.862923203,0.883590462,0.740084985,0.630477963,0.825417622,0.898343789,"0.8873843215728101
",DBP-CNN,0.4
0.813953488,0.770156438,0.875850339,0.897615708,0.729461756,0.636471753,0.829015544,0.900458502,"0.8908097602218643
",DBP-CNN,0.4
0.838971106,0.808795411,0.876280535,0.889901823,0.78753541,0.681245884,0.847412354,0.911333531,"0.9003018941511529
",DBP-CNN,0.4
0.828339796,0.792029887,0.875710804,0.892631578,0.76345609,0.661888536,0.839326955,0.900088962,"0.8860601783930268
",DBP-CNN,0.4
0.819238901,0.804130579,0.836200448,0.846423562,0.791784702,0.639268766,0.824735223,0.895158807,"0.8776201391253192
",DBP-CNN,0.4
0.798449612,0.785046728,0.813432835,0.824684431,0.771954674,0.597558627,0.804377565,0.882239341,"0.8710417848798719
",DBP-CNN,0.4
0.809725159,0.761820331,0.880453751,0.903927068,0.714589235,0.630283263,0.826812059,0.896791775,"0.8852761636901249
",DBP-CNN,0.4
0.819238901,0.804130579,0.836200448,0.846423562,0.791784702,0.639268766,0.824735223,0.898001105,"0.8825737440470096
",DBP-CNN,0.4
0.811773,0.761904761,0.886443661,0.909473684,0.713172804,0.635367508,0.829174664,0.890665722,"0.8786712622071008
",DBP-CNN,0.4
0.812191684,0.794719471,0.832199546,0.844319775,0.779745042,0.62549029,0.818769126,0.889737434,"0.8665290596238102
",DBP-CNN,0.4
0.800563777,0.766749379,0.845024469,0.866760168,0.733711048,0.606096187,0.813693219,0.88419041,"0.8679003473878903
",DBP-CNN,0.4
0.826638478,0.81554054,0.838733431,0.846423562,0.806657223,0.653677107,0.830695113,0.905700587,"0.8947200219185949
",DBP-CNN,0.4
0.81888654,0.807692307,0.831120943,0.839410939,0.79815864,0.638191113,0.823246217,0.898284192,"0.8804137564622069
",DBP-CNN,0.4
0.827282341,0.819112627,0.83600583,0.842105263,0.812322946,0.654773243,0.830449827,0.902492421,"0.8891403394533316
",DBP-CNN,0.4
